topic,link,domain,published_date,title,lang
SCIENCE,https://www.canewsottawa.ca/spacexs-100th-mission-may-well-crack-an-remarkable-reusability-record/,canewsottawa.ca,2020-08-11 11:48:10,spacex 100th mission may well crack remark reusabl record,en
SCIENCE,https://shepherdgazette.com/nasa-goes-woke-bye-bye-eskimo-nebula-siamese-twins-galaxy/,shepherdgazette.com,2020-08-11 16:59:19,nasa goe woke bye bye nebula twin galaxi,en
SCIENCE,http://www.digitaljournal.com/tech-and-science/science/face-masks-stop-droplets-but-many-face-coverings-are-ineffective/article/576366,digitaljournal.com,2020-08-17 12:58:18,face mask stop droplet mani face cover ineffect,en
SCIENCE,https://www.devonlive.com/news/devon-news/stunning-perseid-meteor-shower-hit-4412361,devonlive.com,2020-08-10 15:58:00,stun perseid meteor shower hit peak,en
SCIENCE,https://uploadcomet.com/the-information-catastrophe-to-consume-the-planets-mass/9793/,uploadcomet.com,2020-08-13 21:58:00,inform catastroph consum planet mass,en
SCIENCE,https://scitechdaily.com/transparent-solar-panels-for-windows-hit-new-efficiency-record-could-help-enable-skyscrapers-to-serve-as-power-sources/,scitechdaily.com,2020-08-17 19:00:12,transpar solar panel window hit new effici record could help enabl skyscrap serv power sourc,en
SCIENCE,https://scitechdaily.com/dark-matter-breakthrough-allows-probing-three-of-the-most-popular-theories-all-at-the-same-time/,scitechdaily.com,2020-08-14 03:19:40,dark matter breakthrough allow probe three popular theori time,en
SCIENCE,https://au.news.yahoo.com/climate-change-satellites-record-history-153715384.html,au.news.yahoo.com,2020-08-10 15:37:00,climat chang satellit record histori antarct melt,en
SCIENCE,https://www.ibtimes.sg/nasa-probe-completes-final-practice-before-asteroid-sample-collection-50023,ibtimes.sg,2020-08-13 12:56:52,nasa probe complet final practic asteroid sampl collect,en
SCIENCE,https://weather.com/en-IN/india/science/news/2020-08-12-scientists-document-rare-boomerang-earthquake-on-atlantic-seafloor,weather.com,2020-08-13 04:13:51,scientist document rare earthquak atlant seafloor first time ever,en
SCIENCE,https://www.dailymail.co.uk/sciencetech/article-8604175/Red-planet-Mars-glows-green-night-chemical-reactions.html,dailymail.co.uk,2020-08-07 13:10:21,red planet mar green night due chemic reaction,en
SCIENCE,https://www.axios.com/blue-swirl-three-flames-58c7ad37-3770-426c-b68d-48914daee532.html,axios.com,2020-08-14 00:05:10,scientist discov blue whirl fire made three flame,en
SCIENCE,https://cnnphilippines.com/world/2020/8/13/birds-reptiles-similar-tears-humans.html,cnnphilippines.com,2020-08-13 05:33:43,bird reptil cri similar tear human say new research,en
SCIENCE,https://www.express.co.uk/news/weird/1317882/alien-news-ufo-moon-nasa-aliens-images-space-conspiracy-theory,express.co.uk,2020-08-03 08:21:00,long ufo seen moon proof claim alien hunter,en
SCIENCE,https://news.sky.com/story/bones-of-close-relative-of-tyrannosaurus-rex-discovered-on-isle-of-wight-12047501,news.sky.com,2020-08-12 01:22:23,bone close rel tyrannosauru rex discov isl wight,en
SCIENCE,https://science.sciencemag.org/content/369/6504/twil,science.sciencemag.org,2020-08-06 17:54:12,editor choic,en
SCIENCE,https://www.siasat.com/our-solar-system-looks-like-a-deflated-croissant-reveals-nasa-1941844/,siasat.com,2020-08-08 08:20:00,solar system look like deflat croissant reveal nasa,en
SCIENCE,https://www.conchovalleyhomepage.com/news/live-tracking-spacex-crew-dragons-splashdown-near-pensacola/,conchovalleyhomepage.com,2020-08-02 18:09:00,live track spacex crew dragon splashdown near pensacola,en
SCIENCE,https://comicbook.com/irl/news/scientists-discover-prehistoric-hell-ants/,comicbook.com,2020-08-10 21:00:00,murder hornet bewar scientist discov prehistor hell ant,en
SCIENCE,https://www.eurekalert.org/pub_releases/2020-08/ucl-eow081020.php,eurekalert.org,2020-08-11 23:06:45,eat social matter earli human,en
SCIENCE,https://www.sciencefocus.com/news/source-of-viburnum-tinus-plants-iridescent-blue-fruit-discovered/,sciencefocus.com,2020-08-07 09:59:00,sourc viburnum tinu plant iridesc blue fruit discov,en
SCIENCE,https://www.livescience.com/dwarf-planet-ceres-giant-crater-nasa-dawn-results.html,livescience.com,2020-08-11 12:17:00,nasa spacecraft get look one strangest place solar system,en
SCIENCE,https://www.sproutwired.com/dwarf-planet-ceres-is-ocean-world-with-salty-drinking-water-deep-underground/,sproutwired.com,2020-08-11 07:18:52,dwarf planet cere world salti drink water deep underground,en
SCIENCE,https://spacewatch.global/2020/08/thales-alenia-space-technology-to-enable-viper-to-communicate-directly-to-earth/,spacewatch.global,2020-08-04 05:03:07,viper rover use thale alenia space tech earth comm,en
SCIENCE,https://www.news18.com/news/buzz/milky-way-like-baby-galaxy-discovered-12-million-billion-light-years-away-2787299.html,news18.com,2020-08-14 11:49:25,milki galaxi discov 12 million billion light year away,en
SCIENCE,https://newstodayone.com/mysterious-fast-radio-burst-detected-closer-to-earth-than-ever-before/,newstodayone.com,2020-08-07 13:54:09,mysteri fast radio burst detect closer earth ever,en
SCIENCE,https://www.eurekalert.org/pub_releases/2020-08/au-qio081720.php,eurekalert.org,2020-08-17 18:59:47,interact two time crystal experiment demonstr,en
SCIENCE,https://www.news-medical.net/news/20200804/New-method-reveals-the-dynamics-of-cell-development-and-gene-activity.aspx,news-medical.net,2020-08-04 04:41:00,new method reveal dynam cell develop gene activ,en
SCIENCE,https://www.thejakartapost.com/life/2020/08/05/it-came-alive-astronauts-recount-wild-ride-home-on-spacexs-crew-dragon.html,thejakartapost.com,2020-08-05 07:31:00,came aliv astronaut recount wild ride home spacex crew dragon jakarta post,en
SCIENCE,https://www.shine.cn/news/world/2008063717/,shine.cn,2020-08-06 15:48:00,dinosaur suffer deadli cancer million year ago,en
SCIENCE,https://au.finance.yahoo.com/news/watch-spacexs-stunning-starship-prototype-120055495.html,au.finance.yahoo.com,2020-08-05 12:00:00,watch spacex stun starship prototyp test flight land,en
SCIENCE,https://timesofindia.indiatimes.com/india/space-bricks-scientists-publish-paper-on-making-it-on-moon/articleshow/77543457.cms,timesofindia.indiatimes.com,2020-08-14 10:03:00,space brick scientist publish paper make moon,en
SCIENCE,https://www.sciencetimes.com/articles/26917/20200817/preserved-ice-age-puppy-ate-woolly-rhino-died.htm,sciencetimes.com,2020-08-18 02:55:13,preserv ice age puppi appar ate woolli rhino die,en
SCIENCE,https://www.sciencealert.com/palaeontologists-discover-a-new-species-of-dinosaur-on-the-isle-of-wight,sciencealert.com,2020-08-14 05:59:02,palaeontologist discov new speci dinosaur isl wight,en
SCIENCE,https://tass.com/science/1185015,tass.com,2020-08-02 22:04:04,crew dragon spacecraft success land gulf mexico,en
SCIENCE,https://www.bbc.com/news/uk-53607943,bbc.com,2020-08-03 23:08:18,kati mack univers end free,en
SCIENCE,https://www.space.com/venus-weird-decades-old-cloud.html,space.com,2020-08-07 10:51:00,super speedi acid cloud hide venu decad,en
SCIENCE,https://www.techexplorist.com/entire-cities-fit-moons-monstrous-lava-tubes/34730/,techexplorist.com,2020-08-16 14:00:00,entir citi could fit insid moon monstrou lava tube,en
SCIENCE,https://techtoday19.com/nz/15-spectacular-photos-of-augusts-full-sturgeon-moon-from-around-the-world/,techtoday19.com,2020-08-04 11:20:03,15 spectacular photo august full moon around world,en
SCIENCE,https://www.space.com/spacex-demo-2-success-space-tourism.html,space.com,2020-08-06 10:54:00,success keep spacex track tourist flight late 2021,en
SCIENCE,https://www.livescience.com/when-did-humans-discover-fire.html,livescience.com,2020-08-08 11:00:00,human discov use fire,en
SCIENCE,https://www.earth.com/news/no-signs-of-insect-apocalypse-in-the-united-states/,earth.com,2020-08-11 17:37:44,sign insect apocalyps unit state,en
SCIENCE,https://www.businessinsider.com/zombie-cicadas-lure-victims-sex-deadly-parasite-2020-8,businessinsider.com,2020-08-07 14:29:09,zombi cicada lure victim sex pass deadli parasit,en
SCIENCE,https://www.sproutwired.com/ice-caps-in-canadas-st-patricks-bay-disappeared/,sproutwired.com,2020-08-05 23:34:31,ice cap canada patrick bay disappear,en
SCIENCE,https://www.livescience.com/quantum-tunneling-observed-and-measured.html,livescience.com,2020-08-07 13:17:00,physicist watch quantum particl tunnel solid barrier found,en
SCIENCE,https://onezero.medium.com/how-the-universe-will-end-according-to-a-renowned-astrophysicist-2e14afa8ab14?gi=sd,onezero.medium.com,2020-08-05 12:01:31,univers end accord renown astrophysicist,en
SCIENCE,https://in.reuters.com/article/us-health-coronavirus-france-casualties/frances-covid-19-cases-at-four-month-high-health-system-holding-up-idINKCN2592GW,in.reuters.com,2020-08-13 16:34:00,franc case high health system hold,en
SCIENCE,https://www.stjamesnews.com/lifestyle/20200806/looking-up-column-perseid-meteor-shower-is-back,stjamesnews.com,2020-08-06 22:36:44,look column perseid meteor shower back,en
SCIENCE,https://www.heritagedaily.com/2020/08/primate-voice-boxes-are-evolving-at-a-rapid-pace/134690,heritagedaily.com,2020-08-11 22:20:39,primat voic box evolv rapid pace,en
SCIENCE,https://www.tipperarylive.ie/news/home/565863/like-bright-shooting-stars-have-you-seen-them-meteor-shower-visible-in-parts-of-ireland.html,tipperarylive.ie,2020-08-12 15:08:13,bright shoot star seen meteor shower visibl part ireland,en
SCIENCE,https://www.ibtimes.sg/nasa-finds-intriguing-evidence-alien-life-this-distant-space-body-49995,ibtimes.sg,2020-08-13 08:04:58,nasa find intrigu evid alien life distant space bodi,en
SCIENCE,https://scitechdaily.com/astronomers-sink-their-teeth-into-special-supernova-exploding-stars-produce-the-calcium-in-our-bones-and-teeth/,scitechdaily.com,2020-08-10 11:44:25,astronom sink teeth special supernova explod star produc calcium bone teeth,en
SCIENCE,http://www.irishnews.com/magazine/science/2020/08/13/news/tears-of-birds-and-reptiles-not-much-different-to-human-tears-say-scientists-2034671/,irishnews.com,2020-08-13 04:23:36,tear bird reptil much differ human tear say scientist,en
SCIENCE,https://www.unite.ai/astronomers-apply-ai-to-discover-and-classify-galaxies/,unite.ai,2020-08-12 23:30:01,astronom appli ai discov classifi galaxi,en
SCIENCE,https://scitechdaily.com/tracking-humanitys-latest-plastics-and-chemical-toxins-in-stranded-whales-and-dolphins/,scitechdaily.com,2020-08-05 04:15:44,track human latest plastic chemic toxin strand whale dolphin,en
SCIENCE,https://www.eurekalert.org/pub_releases/2020-08/wuis-ros081420.php,eurekalert.org,2020-08-14 18:14:25,research one step closer cyborg locust,en
SCIENCE,https://www.reporter.am/candice-lerae-johnny-gargano-invite-the-nxt-universe-into-their-home/,reporter.am,2020-08-13 01:41:00,candic lera johnni gargano invit nxt univers home,en
SCIENCE,https://www.thrillist.com/news/nation/how-to-stream-htv-9-kounotori-jaxa-iss-live-online,thrillist.com,2020-08-18 00:17:27,watch spacecraft leav intern space station live onlin tuesday,en
SCIENCE,https://www.thejakartapost.com/life/2020/08/04/glaciers-could-have-sculpted-mars-valleys-study.html,thejakartapost.com,2020-08-05 00:08:00,glacier could sculpt mar valley studi jakarta post,en
SCIENCE,https://www.devdiscourse.com/article/international/1165754-barbaric-horse-killings-put-french-countryside-on-alert,devdiscourse.com,2020-08-11 12:59:43,hors kill put french countrysid alert,en
SCIENCE,https://syrianews.media/2020/08/03/saturn-jupiter-and-the-moon-align-netizens-flood-the-internet-with-mesmerizing-pictures-of-night-hindustan-times/,syrianews.media,2020-08-03 14:14:11,saturn jupit moon align netizen flood internet mesmer pictur night hindustan time,en
SCIENCE,https://thetechportal.com/2020/08/05/spacex-starship-sn-5-150m-hop-test/,thetechportal.com,2020-08-04 22:35:48,spacex abort starship 150m hop test anoth attempt may happen today,en
SCIENCE,https://www.inverse.com/science/super-archaic-ancestor-modern-genetics-study,inverse.com,2020-08-06 22:00:00,ancient human extrem complic sex love evid show,en
SCIENCE,https://www.heritagedaily.com/2020/08/humans-prepared-beds-to-sleep-on-right-at-the-dawn-of-our-species-over-200-000-years-ago/134716,heritagedaily.com,2020-08-14 18:27:52,human prepar bed sleep right dawn speci 200 000 year ago,en
SCIENCE,https://www.therahnuma.com/nasa-maps-beirut-blast-damage-in-high-precision-image/,therahnuma.com,2020-08-08 19:20:09,nasa map beirut blast damag imag,en
SCIENCE,https://www.eurekalert.org/pub_releases/2020-08/uocf-aod081720.php,eurekalert.org,2020-08-17 16:41:33,arecibo observatori data help lead discoveri cosmic,en
SCIENCE,https://www.thesun.ie/news/5771684/perseid-meteor-shower-fireballs-ireland-uk-tonight/,thesun.ie,2020-08-12 00:22:30,perseid meteor shower firebal soar across sky ireland dozen fli uk,en
SCIENCE,https://www.pulse.ng/news/world/dimming-of-one-of-galaxys-brightest-stars-caused-by-dust-cloud/tk1mlkb,pulse.ng,2020-08-13 19:48:38,dim one galaxi brightest star dust cloud,en
SCIENCE,https://in.reuters.com/article/uk-science-locusts/chemical-signal-for-locust-swarming-identified-in-step-toward-curbing-plagues-idINKCN2582OU,in.reuters.com,2020-08-12 19:58:00,chemic signal locust swarm identifi step toward curb plagu,en
SCIENCE,https://patch.com/california/oceanside-camppendleton/perseid-meteor-shower-peak-dates-fireballs-over-oceanside,patch.com,2020-08-06 19:15:21,perseid meteor shower peak date firebal oceansid,en
SCIENCE,https://www.irishexaminer.com/world/arid-40027793.html,irishexaminer.com,2020-08-05 15:17:00,elon musk say first test starship make hope mar trip look real,en
SCIENCE,https://theconversation.com/the-moon-and-stars-are-a-compass-for-nocturnal-animals-but-light-pollution-is-leading-them-astray-142301,theconversation.com,2020-08-11 10:42:00,moon star compass nocturn anim light pollut lead astray,en
SCIENCE,https://gizmodo.com/ancient-mars-may-have-been-less-wet-than-we-thought-1844606249,gizmodo.com,2020-08-04 17:07:00,ancient mar may less wet thought,en
SCIENCE,https://gizmodo.com/exploding-black-dwarfs-could-be-the-last-interesting-t-1844729036,gizmodo.com,2020-08-14 20:16:00,explod black dwarf could interest thing happen univers,en
SCIENCE,https://www.jagranjosh.com/current-affairs/nasas-tess-finds-66-new-exoplanets-2100-more-candidates-1597405285-1,jagranjosh.com,2020-08-14 11:47:00,nasa tess find 66 new exoplanet candid,en
SCIENCE,https://bgr.com/posts/5863488/2bd3aa-even-with-its-mission-complete-nasas-tess-exoplanet-hunter-will-continue-to-work/,bgr.com,2020-08-13 01:54:57,nasa exoplanet hunter finish mission go anywher,en
SCIENCE,https://www.3aw.com.au/just-like-the-weather-epidemiologist-responds-to-predicted-peak-leak/,3aw.com.au,2020-08-06 01:32:26,like weather epidemiologist respond predict peak leak,en
SCIENCE,https://techtoday19.com/nz/stellar-pulsations-distribute-key-ingredient-for-life/,techtoday19.com,2020-08-05 05:19:53,stellar pulsat distribut key ingredi life,en
SCIENCE,https://www.wired.co.uk/article/100-million-year-old-microbes,wired.co.uk,2020-08-04 05:00:32,microb brought back life,en
SCIENCE,https://www.news18.com/news/buzz/scientists-discover-planet-scale-wall-of-poisonous-clouds-moving-across-venus-2766429.html,news18.com,2020-08-07 10:46:26,scientist discov wall poison cloud move across venu,en
SCIENCE,https://www.techexplorist.com/scientists-captured-ultimate-selfie-earth/34325/,techexplorist.com,2020-08-07 06:29:00,scientist captur ultim selfi earth,en
SCIENCE,https://www.eurekalert.org/pub_releases/2020-08/tu-eto081720.php,eurekalert.org,2020-08-17 14:06:59,tune spintron neuron,en
SCIENCE,https://www.zmescience.com/science/new-guinea-plant-diveristy-5234365/,zmescience.com,2020-08-06 14:52:36,new guinea island greatest plant divers world,en
SCIENCE,https://o.canada.com/pmn/news-pmn/crime-pmn/barbaric-horse-killings-put-french-countryside-on-alert/wcm/ec23fd83-7976-4484-b606-127322904674,o.canada.com,2020-08-11 13:14:54,hors kill put french countrysid alert,en
SCIENCE,https://sea.mashable.com/science/11773/dont-you-wish-you-could-fly-free-like-this-beautiful-space-butterfly,sea.mashable.com,2020-08-02 21:29:00,wish could fli free like beauti space butterfli,en
SCIENCE,https://www.eurekalert.org/pub_releases/2020-08/uoia-eca080620.php,eurekalert.org,2020-08-06 19:52:33,electr cooker easi effici way sanit n95 mask studi find,en
SCIENCE,https://www.news-medical.net/news/20200813/Researchers-study-about-the-science-behind-staying-motivated.aspx,news-medical.net,2020-08-13 06:31:00,research studi scienc behind stay motiv,en
SCIENCE,https://www.eurekalert.org/pub_releases/2020-08/qmuo-nsr080320.php,eurekalert.org,2020-08-05 18:21:38,new studi reveal lower energi limit life earth,en
SCIENCE,https://www.eurekalert.org/pub_releases/2020-08/acs-hmi080520.php,eurekalert.org,2020-08-05 14:53:54,microb cultur make ferment sausag tasti,en
SCIENCE,https://www.wired.com/story/the-iconic-arecibo-telescope-goes-quiet-after-major-damage/,wired.com,2020-08-12 15:42:00,icon arecibo telescop goe quiet major damag,en
SCIENCE,https://lifehacker.com/how-to-see-mars-and-the-moon-align-this-weekend-1844651303,lifehacker.com,2020-08-08 13:00:00,see mar moon align weekend,en
SCIENCE,https://www.sciencetimes.com/articles/26843/20200812/friendly-sharks-study-shows-make-friends.htm,sciencetimes.com,2020-08-12 10:40:00,friendli shark new studi show also make friend shark,en
SCIENCE,https://eurekalert.org/pub_releases/2020-08/lu-fnt081020.php,eurekalert.org,2020-08-10 13:48:22,nanocellulos gold,en
SCIENCE,https://www.zmescience.com/science/disrupting-the-sicilian-mafia-with-social-network-analysis/,zmescience.com,2020-08-08 13:35:08,disrupt sicilian mafia social network analysi,en
SCIENCE,https://www.dawn.com/news/1573784/dwarf-planet-ceres-is-an-ocean-world-study,dawn.com,2020-08-11 01:58:39,dwarf planet cere ocean world studi,en
SCIENCE,https://nationeditions.com/nasas-first-asteroid-sampling-spacecraft-is-all-set-to-collect-sample-from-bennu-asteroid/,nationeditions.com,2020-08-07 10:11:00,nasa first asteroid sampl spacecraft set collect sampl bennu asteroid,en
SCIENCE,https://worldtoptrend.com/2020/08/spacex-forced-to-abort-starshipjump/,worldtoptrend.com,2020-08-09 15:25:00,spacex forc abort starship jump,en
SCIENCE,https://www.aninews.in/news/science/scientists-determine-oumuamua-isnt-made-from-molecular-hydrogen-ice20200817223547/,aninews.in,2020-08-17 17:06:38,scientist determin made molecular hydrogen ice,en
SCIENCE,http://astrobiology.com/2020/08/discovery-transforms-understanding-of-hydrogen-depletion-at-the-seafloor.html,astrobiology.com,2020-08-12 01:57:00,discoveri transform understand hydrogen deplet seafloor,en
SCIENCE,https://www.techexplorist.com/nasa-sounding-rocket-discovered-helium-structures-solar-corona/34361/,techexplorist.com,2020-08-08 09:09:00,nasa sound rocket discov helium structur solar corona,en
SCIENCE,https://gizmodo.com/scientists-found-a-200-000-year-old-human-bed-made-from-1844715920,gizmodo.com,2020-08-13 18:41:00,scientist found human bed made grass ash,en
SCIENCE,https://www.sciencealert.com/a-surprisingly-milky-way-like-galaxy-has-been-spotted-in-the-early-universe,sciencealert.com,2020-08-12 15:00:22,galaxi suspici similar milki way spot earli univers,en
SCIENCE,https://gizmoposts24.com/education/mars-the-moon-and-the-earth-aligned-at-dawn-north-americans-could-see-it-without-a-telescope-52760/,gizmoposts24.com,2020-02-23 17:45:34,mar moon earth align dawn north american could see without telescop,en
SCIENCE,https://www.compositesworld.com/articles/composites-launch-to-mars-,compositesworld.com,2020-08-12 04:11:11,composit launch mar,en
SCIENCE,https://observer.com/2020/08/nasa-racist-star-name-changes-hq-name/,observer.com,2020-08-10 15:36:04,nasa get woke racist star name chang new hq name,en
SCIENCE,https://www.newcastleherald.com.au/story/6867116/st-francis-xaviers-college-student-tests-positive-school-closed/,newcastleherald.com.au,2020-08-06 09:30:00,st franci xavier colleg student test posit school close,en
SCIENCE,https://www.livescience.com/oldest-cremation-near-east.html,livescience.com,2020-08-12 19:43:00,oldest human cremat near east unearth,en
SCIENCE,https://scitechdaily.com/multifocal-contact-lenses-slow-progression-of-nearsightedness-in-children/,scitechdaily.com,2020-08-12 19:18:21,multifoc contact lens slow progress nearsighted children,en
SCIENCE,https://gizmodo.com/exploding-black-dwarfs-could-be-the-last-interesting-t-1844729036,gizmodo.com,2020-08-14 20:16:00,explod black dwarf could last interest thing happen univers,en
SCIENCE,https://www.digitalmarketnews.com/fastest-ever-star-discovered-orbiting-milky-ways-supermassive-black-hole/,digitalmarketnews.com,2020-08-12 05:02:00,fastest ever star discov orbit milki way supermass black hole,en
SCIENCE,http://astrobiology.com/2020/08/stars-rich-in-phosphorus-seeds-of-life-in-the-universe.html,astrobiology.com,2020-08-05 05:12:00,star rich phosphoru seed life univers astrobiolog,en
SCIENCE,https://www.haveeru.com.mv/terror-crocodile-the-dimensions-of-a-bus-fed-on-dinosaurs-examine-says/,haveeru.com.mv,2020-08-13 12:50:34,crocodil dimens bu fed dinosaur examin say,en
SCIENCE,https://www.wmur.com/article/explore-outdoors-planets-crescent-moon-constellations-over-new-hampshire/33590232,wmur.com,2020-08-13 11:40:00,explor outdoor great opportun view planet crescent moon constel new hampshir,en
SCIENCE,https://www.theweathernetwork.com/ca/news/article/nasa-dawn-discovers-salty-lake-under-ceres-ice-crust,theweathernetwork.com,2020-08-13 20:30:00,ootw space nasa discov salti lake cere ice crust,en
SCIENCE,https://www.nasa.gov/feature/jpl/nasas-ingenuity-mars-helicopter-recharges-its-batteries-in-flight/,nasa.gov,2020-08-13 15:28:54,nasa ingenu mar helicopt recharg batteri flight,en
SCIENCE,https://sg.news.yahoo.com/chocolate-health-antioxidants-peanut-skins-090037772.html,sg.news.yahoo.com,2020-08-17 09:00:00,ad peanut skin milk chocol make healthier suggest studi,en
SCIENCE,https://energy.economictimes.indiatimes.com/news/oil-and-gas/scientists-find-a-way-to-extract-and-store-co2-from-vehicle-exhaust/72978010,energy.economictimes.indiatimes.com,2019-12-26 08:54:29,innov scientist find way extract store co2 vehicl exhaust,en
SCIENCE,https://www.dailymail.co.uk/sciencetech/article-8635359/Gamma-ray-heartbeat-heart-distance-gas-cloud-powered-black-hole-baffling.html,dailymail.co.uk,2020-08-17 15:00:46,heartbeat ga cloud power black hole,en
SCIENCE,https://www.jacksonprogress-argus.com/news/world_nation/the-earth-was-once-home-to-terror-crocodiles-nearly-the-size-of-city-buses/article_dbeec8e0-72d8-5c2a-881d-bdc5c345d893.html,jacksonprogress-argus.com,2020-08-11 07:39:48,earth home crocodil nearli size citi buse,en
SCIENCE,https://www.thesun.ie/tech/5779672/galaxy-looks-like-milky-way-early-universe/,thesun.ie,2020-08-13 16:24:47,young galaxi look like milki way spot scientist look back time earli univers,en
SCIENCE,https://scitechdaily.com/nasas-tess-the-space-agencys-planet-hunter-completes-its-primary-mission-with-roaring-success/,scitechdaily.com,2020-08-12 13:46:31,nasa tess space agenc planet hunter complet primari mission roar success,en
SCIENCE,https://techtoday19.com/ph/worlds-smallest-dinosaur-is-no-more-2-inch-creature-likely-a-lizard-instead/,techtoday19.com,2020-08-05 13:23:02,world smallest dinosaur creatur like lizard instead,en
SCIENCE,https://www.abc.net.au/radio/programs/coronacast/as-melbourne-recovers-regional-victoria-is-struggling/12547006,abc.net.au,2020-08-11 18:01:00,melbourn recov region victoria struggl coronacast,en
SCIENCE,https://www.foxnews.com/science/fast-radio-burst-found-30000-light-years-from-earth,foxnews.com,2020-08-10 13:00:55,closest ever mysteri radio burst found earth,en
SCIENCE,https://www.space.com/asteroid-bennu-sampling-nasa-rehearsal-video.html,space.com,2020-08-14 11:50:00,ride shotgun nasa asteroid probe buzz bennu video,en
SCIENCE,https://www.sentinelassam.com/international/spacex-crew-dragon-returns-with-two-nasa-astronauts-493136,sentinelassam.com,2020-08-04 08:23:27,spacex crew dragon return two nasa astronaut sentinelassam,en
SCIENCE,https://www.reporter.am/birds-and-reptiles-cry-similar-tears-to-humans-says-new-research/,reporter.am,2020-08-13 04:58:00,bird reptil cri similar tear human say new research,en
SCIENCE,https://www.usatoday.com/story/news/nation/2020/08/13/konrad-steffen-death-climate-change-scientist-dies-greenland/3362486001/,usatoday.com,2020-08-13 13:22:49,renown climat scientist konrad steffen die fall ice greenland,en
SCIENCE,https://akipress.com/news:646576:National_Anti-Doping_Center_appears_in_Kyrgyzstan/,akipress.com,2020-08-04 13:34:00,nation center appear kyrgyzstan,en
SCIENCE,https://www.newswise.com/doescience/?article_id=736112&returnurl=aHR0cHM6Ly93d3cubmV3c3dpc2UuY29tL2FydGljbGVzL2xpc3Q=,newswise.com,2020-08-10 17:35:00,team intern physicist join forc hunt steril neutrino,en
SCIENCE,https://www.webbyfeed.com/why-humanity-should-worry-more-about-a-digital-apocalypse/10386/,webbyfeed.com,2020-08-14 03:45:26,human worri digit apocalyps,en
SCIENCE,https://spaceflightnow.com/2020/08/04/relive-the-final-descent-of-spacexs-crew-dragon-spacecraft/,spaceflightnow.com,2020-08-04 20:33:27,reliv final descent spacex crew dragon spacecraft,en
SCIENCE,https://finance.yahoo.com/news/celebrate-mars-reconnaissance-orbiter-15th-112250041.html,finance.yahoo.com,2020-08-14 11:22:00,celebr mar reconnaiss orbit 15th birthday view mar,en
SCIENCE,https://www.syfy.com/syfywire/scientist-predicts-the-number-of-years-before-the-universe-ends,syfy.com,2020-08-18 01:25:00,physicist predict number year univers end,en
SCIENCE,https://ca.style.yahoo.com/face-mars-pareidolia-164126877.html,ca.style.yahoo.com,2020-08-17 16:41:00,see face everywher look,en
SCIENCE,https://www.coveragelog.com/what-is-a-blue-moon-how-to-catch-a-halloween-blue-moon-this-year-because-it-only-happens-every-19-years/,coveragelog.com,2020-08-13 07:27:00,blue moon catch halloween blue moon happen everi 19 year,en
SCIENCE,https://www.nasa.gov/feature/nasa-establishes-board-to-initially-review-mars-sample-return-plans/,nasa.gov,2020-08-14 16:32:12,nasa establish board initi review mar sampl return plan,en
SCIENCE,https://www.sciencetimes.com/articles/26770/20200806/herbivores-predators-risk-extinction.htm,sciencetimes.com,2020-08-06 14:40:00,herbivor predat risk extinct,en
SCIENCE,https://www.eurekalert.org/pub_releases/2020-08/ru-qmq080720.php,eurekalert.org,2020-08-12 15:02:26,quantum materi quest could benefit graphen buckl,en
SCIENCE,https://en.brinkwire.com/news/spacex-brings-nasa-astronauts-safely-home-in-milestone/,en.brinkwire.com,2020-08-04 17:15:37,spacex bring nasa astronaut safe home,en
SCIENCE,https://www.sciencetimes.com/articles/26775/20200807/toxicants-whales-dolphins-traced-back-fossil-fuels-single-use-plastics.htm,sciencetimes.com,2020-08-07 10:20:00,toxic whale dolphin trace back fossil fuel plastic,en
SCIENCE,https://www.timesnownews.com/technology-science/article/huge-sunspot-the-size-of-mars-turning-towards-earth-that-may-hit-gps-radio-communications-and-more-details/635360,timesnownews.com,2020-08-11 11:49:30,huge sunspot turn toward earth may hit gp radio commun detail,en
SCIENCE,https://bgr.com/2020/08/12/moon-lasers-apollo-sensors/,bgr.com,2020-08-12 23:23:22,nasa shot laser moon orbit one final bounc back,en
SCIENCE,https://www.gizmodo.com.au/2020/08/how-did-the-first-person-evolve/,gizmodo.com.au,2020-08-07 03:00:00,first person evolv,en
SCIENCE,https://www.news18.com/news/buzz/rare-boomerang-earthquake-detected-under-the-atlantic-ocean-for-the-first-time-2779685.html,news18.com,2020-08-12 09:03:08,rare earthquak detect atlant ocean first time,en
SCIENCE,https://www.independent.ie/world-news/230000-years-on-myths-about-stone-age-man-finally-put-to-bed-39451259.html,independent.ie,2020-08-15 01:30:00,year myth stone age man final put bed,en
SCIENCE,https://www.express.co.uk/news/science/1320349/shark-mystery-great-white-super-predator-hunt-australia-atlantic-ocean-tracking-spt,express.co.uk,2020-08-08 12:45:00,shark mysteri monster devour 9ft great white expos hunt,en
SCIENCE,https://spacenews.com/arecibo-radio-observatory-damaged/,spacenews.com,2020-08-12 11:21:28,arecibo radio observatori damag,en
SCIENCE,https://www.designboom.com/technology/japan-flying-car-skydrive-08-13-2020/,designboom.com,2020-08-13 14:01:24,japan turn eye sky race make fli car realiti three year,en
SCIENCE,https://nypost.com/2020/08/08/billionaires-who-plan-to-colonize-space-live-in-a-dream-world/,nypost.com,2020-08-08 14:14:00,jeff bezo elon musk plan colon space even crazier thought,en
